item_sku,rec_sku,price
TW481,SAM19E,79.25
TW481,FRX181,68.25
TW481,FAML6E,39.0
TW481,FLE140A,18.85
TW481,SA16E,31.25
TW481,FA12LE,45.75
TWM20,211FSY,246.0
TWM20,313TWYA,419.0
TWM20,S9704KR,54.25
TWM20,S9706KRA,51.25
TWM20,211SFSY,377.0
TWM20,112STMMY,355.0
TWM20,TWM27,44.0
TWM20,TW381,56.25
TWM20,110STMY,284.0
TWM20,212SFSMY,391.0
TWM20,211FY,246.0
TWM20,TW401,61.0
TWM20,212FSMY,260.0
TWM20,212FMY,260.0
TWM20,S9711KA,55.5
TWM20,TW421,68.0
TWM20,TW441,81.75
TWM20,TWM32,63.5
TWM20,TWM23,37.75
TWM20,TWM26,44.0
TWM20,TWM24,38.25
TWM20,TWM30,57.0
TWM20,TWM25,40.25
TWM20,TWM22,34.5
TWM20,TWM21,33.25
TWM20,TWM28,47.5
TWM20,TW461,89.25
TWM21,211FSY,246.0
TWM21,313TWYA,419.0
TWM21,TWM26,44.0
TWM21,S9706KRA,51.25
TWM21,TW401,61.0
TWM21,212FSMY,260.0
TWM21,TWM27,44.0
TWM21,TWM24,38.25
TWM21,TWM23,37.75
TWM21,TWM25,40.25
TWM21,TWM20,31.25
TWM21,TWM22,34.5
TWM22,211FSY,246.0
TWM22,S9704KR,54.25
TWM22,313TWYA,419.0
TWM22,S9706KRA,51.25
TWM22,211FY,246.0
TWM22,211SFSY,377.0
TWM22,212SFSMY,391.0
TWM22,110STMY,284.0
TWM22,TWM27,44.0
TWM22,TW381,56.25
TWM22,TW401,61.0
TWM22,112STMMY,355.0
TWM22,212FSMY,260.0
TWM22,212FMY,260.0
TWM22,TWM26,44.0
TWM22,TWM25,40.25
TWM22,TWM32,63.5
TWM22,TWM23,37.75
TWM22,TWM24,38.25
TWM22,TW441,81.75
TWM22,TWM30,57.0
TWM22,TWM20,31.25
TWM22,TW421,68.0
TWM22,TWM28,47.5
TWM22,TWM21,33.25
TWM22,TW461,89.25
TWM23,211FSY,246.0
TWM23,TWM26,44.0
TWM23,S9706KRA,51.25
TWM23,313TWYA,419.0
TWM23,TWM27,44.0
TWM23,TW401,61.0
TWM23,212FSMY,260.0
TWM23,TWM24,38.25
TWM23,TWM20,31.25
TWM23,TWM25,40.25
TWM23,TWM22,34.5
TWM23,TWM21,33.25
TWM24,208EPIT,403.0
TWM24,110STMY,284.0
TWM24,211FSY,246.0
TWM24,S9704KR,54.25
TWM24,S9706KRA,51.25
TWM24,S9711KA,55.5
TWM24,112STMMY,355.0
TWM24,211SFSY,377.0
TWM24,313TWYA,419.0
TWM24,TWM27,44.0
TWM24,211FY,246.0
TWM24,TW401,61.0
TWM24,212SFSMY,391.0
TWM24,TW381,56.25
TWM24,212FSMY,260.0
TWM24,212FMY,260.0
TWM24,TWM26,44.0
TWM24,TWM25,40.25
TWM24,TWM32,63.5
TWM24,TWM28,47.5
TWM24,TWM20,31.25
TWM24,TWM30,57.0
TWM24,TWM21,33.25
TWM24,TWM23,37.75
TWM24,TW441,81.75
TWM24,TW421,68.0
TWM24,TWM22,34.5
TWM24,TW461,89.25
TWM25,BLPTHC87,610.0
TWM25,211FSY,246.0
TWM25,112TMMY,245.0
TWM25,211SFSY,377.0
TWM25,212SFSMY,391.0
TWM25,110STMY,284.0
TWM25,212FSMY,260.0
TWM25,S9706KRA,51.25
TWM25,313TWMYA,402.0
TWM25,TMM4,20.8
TWM25,112STMMY,355.0
TWM25,110TMY,177.5
TWM25,207EFAMY,218.5
TWM25,313SYA,685.0
TWM25,212EFTXY,459.0
TWM25,208EFAY,227.0
TWM25,313TWYA,419.0
TWM25,TW401,61.0
TWM25,TW381,56.25
TWM25,SFSM6,29.5
TWM25,TWM32,63.5
TWM25,STMM4,30.0
TWM25,TWM20,31.25
TWM25,SFSM7,29.5
TWM25,TWM31,63.5
TWM25,TWM27,44.0
TWM25,313SMYA,555.0
TWM25,SW381,56.25
TWM25,TWM26,44.0
TWM25,TWM21,33.25
TWM25,SW401,61.25
TWM25,TWM30,57.0
TWM25,TWM29,54.25
TWM25,TWM24,38.25
TWM25,TWM22,34.5
TWM25,TWM28,47.5
TWM25,TWM23,37.75
TWM26,BLPTHC87,610.0
TWM26,S9711KA,55.5
TWM26,112TMMY,245.0
TWM26,211SFSY,377.0
TWM26,212SFSMY,391.0
TWM26,211FSY,246.0
TWM26,313TWMYA,402.0
TWM26,112STMMY,355.0
TWM26,S9706KRA,51.25
TWM26,208EPIT,403.0
TWM26,110STMY,284.0
TWM26,208EFAY,227.0
TWM26,212FSMY,260.0
TWM26,313SYA,685.0
TWM26,212EFTXY,459.0
TWM26,111TMMDY,224.5
TWM26,110TMDY,177.5
TWM26,207EFAMY,218.5
TWM26,TW401,61.0
TWM26,S9704KR,54.25
TWM26,211FY,246.0
TWM26,TW381,56.25
TWM26,313SMYA,555.0
TWM26,STMM4,30.0
TWM26,313TWYA,419.0
TWM26,TWM32,63.5
TWM26,TWM20,31.25
TWM26,TWM24,38.25
TWM26,SW401,61.25
TWM26,SW381,56.25
TWM26,TWM27,44.0
TWM26,TWM22,34.5
TWM26,TWM30,57.0
TWM26,TWM31,63.5
TWM26,TW421,68.0
TWM26,TW441,81.75
TWM26,TWM21,33.25
TWM26,TWM25,40.25
TWM26,TWM28,47.5
TWM26,TWM29,54.25
TWM26,TWM23,37.75
TWM26,TW461,89.25
TWM27,208EFAY,227.0
TWM27,BLPTHC87,610.0
TWM27,112TMMY,245.0
TWM27,211SFSY,377.0
TWM27,211FSY,246.0
TWM27,S9706KRA,51.25
TWM27,313TWMYA,402.0
TWM27,212FSMY,260.0
TWM27,112STMMY,355.0
TWM27,TMM4,20.8
TWM27,212EFTXY,459.0
TWM27,313TSMYA,560.0
TWM27,207EFAMY,218.5
TWM27,110TMY,177.5
TWM27,124STTMM,600.0
TWM27,212SFSMY,391.0
TWM27,110STMY,284.0
TWM27,313SYA,685.0
TWM27,313TWYA,419.0
TWM27,TW381,56.25
TWM27,TW401,61.0
TWM27,SFSM6,29.5
TWM27,TWM32,63.5
TWM27,STMM4,30.0
TWM27,TWM20,31.25
TWM27,TWM26,44.0
TWM27,313SMYA,555.0
TWM27,SW381,56.25
TWM27,TWM30,57.0
TWM27,SW401,61.25
TWM27,TWM31,63.5
TWM27,TWM25,40.25
TWM27,SFSM7,29.5
TWM27,TWM28,47.5
TWM27,TWM21,33.25
TWM27,TW441,81.75
TWM27,TWM29,54.25
TWM27,TWM24,38.25
TWM27,TWM22,34.5
TWM27,TWM23,37.75
TWM27,TW421,68.0
TWM28,S9711KA,55.5
TWM28,212FMY,260.0
TWM28,212SFSMY,391.0
TWM28,313TWMYA,402.0
TWM28,S9704KR,54.25
TWM28,111TMMDY,224.5
TWM28,S9706KRA,51.25
TWM28,211SFSY,377.0
TWM28,208EPIT,403.0
TWM28,112STMMY,355.0
TWM28,110STMY,284.0
TWM28,211FY,246.0
TWM28,110TMDY,177.5
TWM28,207EFAMY,218.5
TWM28,TW401,61.0
TWM28,TW381,56.25
TWM28,208EFAY,227.0
TWM28,TWM32,63.5
TWM28,TWM31,63.5
TWM28,TWM29,54.25
TWM28,TWM24,38.25
TWM28,TWM20,31.25
TWM28,TWM27,44.0
TWM28,TWM25,40.25
TWM28,TW421,68.0
TWM28,313TWYA,419.0
TWM28,TWM22,34.5
TWM28,TWM26,44.0
TWM28,TW441,81.75
TWM28,TWM30,57.0
TWM28,TW461,89.25
TWM29,313TWMYA,402.0
TWM29,TWM32,63.5
TWM29,TW401,61.0
TWM29,TW381,56.25
TWM29,TWM27,44.0
TWM29,TWM25,40.25
TWM29,TWM26,44.0
TWM29,TWM30,57.0
TWM29,TWM31,63.5
TWM29,TWM28,47.5
TWM30,212SFSMY,391.0
TWM30,313TWMYA,402.0
TWM30,212FSMY,260.0
TWM30,111TMMDY,224.5
TWM30,S9704KR,54.25
TWM30,S9711KA,55.5
TWM30,112STMMY,355.0
TWM30,212FMY,260.0
TWM30,313TWYA,419.0
TWM30,S9706KRA,51.25
TWM30,110STMY,284.0
TWM30,208EPIT,403.0
TWM30,211FY,246.0
TWM30,211SFSY,377.0
TWM30,110TMDY,177.5
TWM30,207EFAMY,218.5
TWM30,208EFAY,227.0
TWM30,TW401,61.0
TWM30,212EFTXY,459.0
TWM30,TW381,56.25
TWM30,206EFABLM,257.5
TWM30,TWM25,40.25
TWM30,TWM27,44.0
TWM30,TWM20,31.25
TWM30,TWM26,44.0
TWM30,TWM31,63.5
TWM30,TWM22,34.5
TWM30,TWM32,63.5
TWM30,TW421,68.0
TWM30,TWM24,38.25
TWM30,TWM29,54.25
TWM30,TWM28,47.5
TWM30,TW441,81.75
TWM30,TW461,89.25
TWM31,313TWMYA,402.0
TWM31,TWM27,44.0
TWM31,TW401,61.0
TWM31,TW381,56.25
TWM31,TWM25,40.25
TWM31,TWM26,44.0
TWM31,TWM32,63.5
TWM31,TWM30,57.0
TWM31,TWM28,47.5
TWM31,TWM29,54.25
TWM32,212SFSMY,391.0
TWM32,212FSMY,260.0
TWM32,313TWMYA,402.0
TWM32,208EPIT,403.0
TWM32,313TWYA,419.0
TWM32,211FY,246.0
TWM32,212FMY,260.0
TWM32,111TMMDY,224.5
TWM32,S9711KA,55.5
TWM32,110STMY,284.0
TWM32,207EFAMY,218.5
TWM32,S9706KRA,51.25
TWM32,110TMDY,177.5
TWM32,112STMMY,355.0
TWM32,211SFSY,377.0
TWM32,S9704KR,54.25
TWM32,212EFTXY,459.0
TWM32,208EFAY,227.0
TWM32,TW401,61.0
TWM32,206EFABLM,257.5
TWM32,TW381,56.25
TWM32,TWM20,31.25
TWM32,TWM26,44.0
TWM32,TWM25,40.25
TWM32,TWM22,34.5
TWM32,TWM27,44.0
TWM32,TWM24,38.25
TWM32,TW421,68.0
TWM32,TW441,81.75
TWM32,TWM28,47.5
TWM32,TWM29,54.25
TWM32,TWM30,57.0
TWM32,TWM31,63.5
TWM32,TW461,89.25
210FRHMA,OEX10B,39.75
210FRHMA,OEX8B,39.75
210FRHMA,OEXM710B,490.0
210FRHMA,SOXRRM710A,575.0
210FRHMA,OEXM713B,700.0
210FRHMA,OEX711B,645.0
210FRHMA,RXFS605B,296.0
210FRHMA,SOEX710,497.0
210FRHMA,SOEXM710,510.0
210FRHMA,RXFMS606B,376.0
211FCOA,OEXM713B,700.0
211FCOA,OEX711B,645.0
211FCOA,RXFMS606B,376.0
211FCOA,SOEXM710,510.0
211FCOA,RXFS605B,296.0
211FCOA,OEX10B,39.75
211FCOA,OEX8B,39.75
211FCOA,SOEX710,497.0
211FCOA,SOEX30,85.25
211FCOA,SOEX32,106.0
A91F,OEXM710B,490.0
A91F,SOXRRM710A,575.0
A91F,OEXM713B,700.0
A91F,OEX711B,645.0
A91F,RXFS605B,296.0
A91F,SOEX710,497.0
A91F,RXFMS606B,376.0
A91F,SOEXM710,510.0
A91F,AWS13,65.0
A91F,AWMG9,52.75
AW1013DK,OEXM713B,700.0
AW1013DK,RXFS605B,296.0
AW1013DK,RXFMS606B,376.0
AW1013DK,SOEXM710,510.0
AW1013DK,VS807B,379.0
AW1013DK,SOEX710,497.0
AW1013DK,OEX711B,645.0
AW1013DK,SOEX30,85.25
AW1013DK,SOEX32,106.0
AW1013DK,OEX080B,37.75
AW1015DHK,RXFMS606B,376.0
AW1015DHK,SOEXM710,510.0
AW1015DHK,RXFS605B,296.0
AW1015DHK,OEX8B,39.75
AW1015DHK,OEX10B,39.75
AW1015DHK,OEX711B,645.0
AW1015DHK,OEX11B,39.75
AW1015DHK,OEXM80B,39.75
AW1015DHK,AWM110DHK,101.5
AW1015DHK,OEXM90B,41.0
AW1015DK,OEXM710B,490.0
AW1015DK,SOXRRM710A,575.0
AW1015DK,OEXM713B,700.0
AW1015DK,OEX711B,645.0
AW1015DK,RXFS605B,296.0
AW1015DK,SOEX710,497.0
AW1015DK,RXFMS606B,376.0
AW1015DK,SOEXM710,510.0
AW1015DK,OEXM90B,41.0
AW1015DK,OEXM80B,39.75
AWL1010DK,OEX8B,39.75
AWL1010DK,OEXM710B,490.0
AWL1010DK,SOXRRM710A,575.0
AWL1010DK,OEXM713B,700.0
AWL1010DK,OEX711B,645.0
AWL1010DK,RXFS605B,296.0
AWL1010DK,SOEX710,497.0
AWL1010DK,RXFMS606B,376.0
AWL1010DK,SOEXM710,510.0
AWL1010DK,AW1013DK,67.25
AWM110DHK,SOXRRM710A,575.0
AWM110DHK,OEXM713B,700.0
AWM110DHK,OEX711B,645.0
AWM110DHK,SOEX710,497.0
AWM110DHK,RXFMS606B,376.0
AWM110DHK,SOEXM710,510.0
AWM110DHK,RXFS605B,296.0
AWM110DHK,OEX8B,39.75
AWM110DHK,OEX10B,39.75
AWM110DHK,AW1015DHK,92.0
AWM110DK,SOXRRM710A,575.0
AWM110DK,OEXM713B,700.0
AWM110DK,OEX711B,645.0
AWM110DK,RXFS605B,296.0
AWM110DK,SOEX710,497.0
AWM110DK,SOEXM710,510.0
AWM110DK,OEXM7B,38.25
AWM110DK,RXFMS606B,376.0
AWM110DK,OEXM80B,39.75
AWM110DK,OEXM90B,41.0
AWMG9,OEX8B,39.75
AWMG9,OEX714KB,1085.0
AWMG9,OEXM710B,490.0
AWMG9,OEXM90B,41.0
AWMG9,OEXM6B,38.25
AWMG9,RXFS605B,296.0
AWMG9,OEX10B,39.75
AWMG9,GAJ12A,66.75
AWMG9,SOEX40,168.5
AWMG9,SOEX38,159.0
AWMG9,SOEXM710,510.0
AWMG9,OEX38B,146.5
AWMG9,SOEX710,497.0
AWMG9,OEXM80B,39.75
AWMG9,SOEX704,465.0
AWMG9,AWS13,65.0
AWMG9,SOEXM8,41.0
AWMG9,SOEXM9,42.0
AWS13,OEX714KB,1085.0
AWS13,OEXM710B,490.0
AWS13,OEX8B,39.75
AWS13,OEXM90B,41.0
AWS13,RXFS605B,296.0
AWS13,OEXM6B,38.25
AWS13,OEX10B,39.75
AWS13,SOEX30,85.25
AWS13,SOEX40,168.5
AWS13,GAJ12A,66.75
AWS13,SOEX38,159.0
AWS13,OEX38B,146.5
AWS13,SOEXM710,510.0
AWS13,SOEX710,497.0
AWS13,OEXM80B,39.75
AWS13,SOEX704,465.0
AWS13,DS806AK,173.0
AWS13,AWMG9,52.75
AWS13,SOEXM8,41.0
AWS13,SOEXM9,42.0
AWS13,SOEX32,106.0
BHM9A,SOEXM710,510.0
BHM9A,OEXM230B,86.0
BHM9A,RXFMS606B,376.0
BHM9A,RXFS605B,296.0
BHM9A,OEXM713B,700.0
BHM9A,SOEXM9,42.0
BHM9A,GAJ12A,66.75
BHM9A,OEX714KB,1085.0
BHM9A,OEX8B,39.75
BHM9A,OEXM240B,90.25
BHM9A,OEXM6B,38.25
BHM9A,OEX10B,39.75
BHM9A,OEXM7B,38.25
BHM9A,BHS13A,66.5
BHM9A,OEXM80B,39.75
BHM9A,SOEXM8,41.0
BHM9A,OEXM8B,38.25
BHM9A,OEXM9B,38.25
BHS13A,OEX711B,645.0
BHS13A,SOEX710,497.0
BHS13A,RXFMS606B,376.0
BHS13A,SOEXM710,510.0
BHS13A,OEX714KB,1085.0
BHS13A,RXFS605B,296.0
BHS13A,OEX8B,39.75
BHS13A,OEX10B,39.75
BHS13A,OEXM7B,38.25
BHS13A,BHM9A,43.75
DS806AK,OEX714KB,1085.0
DS806AK,RXFS605B,296.0
DS806AK,AWS13,65.0
DS806AK,AWMG9,52.75
DS806AK,OEX711B,645.0
DS806AK,BHM9A,43.75
DS806AK,OEX11B,39.75
DS806AK,AW1015DHK,92.0
DS806AK,OEX38B,146.5
DS806AK,OEX10B,39.75
DS806AK,OEX8B,39.75
DS806AK,OEX42B,164.5
DS806AK,BHS13A,66.5
DS806AK,R404,18.65
DS806AK,R1618SC,41.75
DS809K,OEX10B,39.75
DS809K,OEXM710B,490.0
DS809K,SOXRRM710A,575.0
DS809K,OEXM713B,700.0
DS809K,OEX711B,645.0
DS809K,RXFS605B,296.0
DS809K,SOEX710,497.0
DS809K,RXFMS606B,376.0
DS809K,SOEXM710,510.0
DS809K,OEX8B,39.75
FADH12C,RXFMS606B,376.0
FADH12C,SOEXM710,510.0
FADH12C,SOEX707,346.0
FADH12C,SOEX32,106.0
FADH12C,SOEX30,85.25
FADH12C,SOEX40,168.5
FADH12C,SOEX38,159.0
FADH12C,SOEX28,78.25
FADH12C,SOEX26,71.25
FADH12C,SOEX36,148.5
GAJ12A,OEXM710B,490.0
GAJ12A,OEXM230B,86.0
GAJ12A,OEXM713B,700.0
GAJ12A,RXFMS606B,376.0
GAJ12A,OEXM90B,41.0
GAJ12A,BHM9A,43.75
GAJ12A,OEXM240B,90.25
GAJ12A,OEX714KB,1085.0
GAJ12A,OEX8B,39.75
GAJ12A,OEXM6B,38.25
GAJ12A,OEX10B,39.75
GAJ12A,AWS13,65.0
GAJ12A,OEXM7B,38.25
GAJ12A,AWMG9,52.75
GAJ12A,SOEX710,497.0
GAJ12A,SOEXM710,510.0
GAJ12A,OEXM80B,39.75
GAJ12A,SOEX704,465.0
GAJ12A,SOEX40,168.5
GAJ12A,SOEX38,159.0
GAJ12A,OEXM8B,38.25
GAJ12A,OEXM9B,38.25
GAJ12A,SOEXM8,41.0
GAJ12A,SOEXM9,42.0
OEX080B,OEX8B,39.75
OEX080B,OEXM710B,490.0
OEX080B,SOXRRM710A,575.0
OEX080B,OEXM713B,700.0
OEX080B,RXFS605B,296.0
OEX080B,SOEX710,497.0
OEX080B,RXFMS606B,376.0
OEX080B,SOEXM710,510.0
OEX080B,VS807B,379.0
OEX080B,OEX711B,645.0
OEX10B,RXFMS606B,376.0
OEX10B,GAJ12A,66.75
OEX10B,OEXM713B,700.0
OEX10B,BHM9A,43.75
OEX10B,OEXM230B,86.0
OEX10B,OEX711B,645.0
OEX10B,OEX8B,39.75
OEX10B,OEX714KB,1085.0
OEX10B,AWMG9,52.75
OEX10B,OEXM6B,38.25
OEX10B,RXFS605B,296.0
OEX10B,OEX11B,39.75
OEX10B,OEXM90B,41.0
OEX10B,AW1015DHK,92.0
OEX10B,OEXM240B,90.25
OEX10B,OEXM7B,38.25
OEX10B,AWS13,65.0
OEX10B,OEXM80B,39.75
OEX10B,OEXM8B,38.25
OEX10B,OEXM9B,38.25
OEX11B,OEX714KB,1085.0
OEX11B,RXFMS606B,376.0
OEX11B,AWMG9,52.75
OEX11B,GAJ12A,66.75
OEX11B,OEXM230B,86.0
OEX11B,OEXM713B,700.0
OEX11B,BHM9A,43.75
OEX11B,OEX711B,645.0
OEX11B,OEXM6B,38.25
OEX11B,OEX8B,39.75
OEX11B,RXFS605B,296.0
OEX11B,OEXM90B,41.0
OEX11B,OEX10B,39.75
OEX11B,OEXM7B,38.25
OEX11B,OEXM80B,39.75
OEX11B,OEXM240B,90.25
OEX11B,AW1015DHK,92.0
OEX11B,AWS13,65.0
OEX11B,OEXM8B,38.25
OEX11B,OEXM9B,38.25
OEX38B,OEXM713B,700.0
OEX38B,OEX8B,39.75
OEX38B,OEXM320B,156.0
OEX38B,RXFS605B,296.0
OEX38B,OEX10B,39.75
OEX38B,OEXM230B,86.0
OEX38B,OEXM240B,90.25
OEX38B,AWMG9,52.75
OEX38B,OEXM270B,108.0
OEX38B,OEXM260B,102.5
OEX38B,AWS13,65.0
OEX38B,OEXM90B,41.0
OEX38B,OEXM80B,39.75
OEX38B,OEX42B,164.5
OEX38B,OEXM300B,145.0
OEX38B,OEXM290B,132.0
OEX38B,OEXM250B,96.25
OEX42B,OEXM320B,156.0
OEX42B,OEX8B,39.75
OEX42B,OEX44B,171.5
OEX42B,AWS13,65.0
OEX42B,OEXM90B,41.0
OEX42B,OEXM230B,86.0
OEX42B,OEX38B,146.5
OEX42B,OEXM240B,90.25
OEX42B,RXFS605B,296.0
OEX42B,OEXM270B,108.0
OEX42B,OEXM260B,102.5
OEX42B,OEXM80B,39.75
OEX42B,OEXM250B,96.25
OEX42B,AWMG9,52.75
OEX42B,OEXM300B,145.0
OEX42B,DS806AK,173.0
OEX42B,OEXM290B,132.0
OEX44B,RXFMS606B,376.0
OEX44B,SOEXM710,510.0
OEX44B,OEXM230B,86.0
OEX44B,OEXM290B,132.0
OEX44B,OEXM240B,90.25
OEX44B,OEXM270B,108.0
OEX44B,OEXM260B,102.5
OEX44B,OEX42B,164.5
OEX44B,OEXM250B,96.25
OEX44B,OEXM300B,145.0
OEX707B,OEXM710B,490.0
OEX707B,SOXRRM710A,575.0
OEX707B,OEXM713B,700.0
OEX707B,OEX711B,645.0
OEX707B,RXFS605B,296.0
OEX707B,SOEX710,497.0
OEX707B,RXFMS606B,376.0
OEX707B,SOEXM710,510.0
OEX707B,OEX10B,39.75
OEX707B,OEX8B,39.75
OEX709B,OEXM710B,490.0
OEX709B,SOXRRM710A,575.0
OEX709B,OEXM713B,700.0
OEX709B,OEX711B,645.0
OEX709B,RXFS605B,296.0
OEX709B,SOEX710,497.0
OEX709B,RXFMS606B,376.0
OEX709B,SOEXM710,510.0
OEX709B,OEX10B,39.75
OEX709B,OEX8B,39.75
OEX711B,RXFMS606B,376.0
OEX711B,OEXM713B,700.0
OEX711B,OEXM230B,86.0
OEX711B,RXFS605B,296.0
OEX711B,AWMG9,52.75
OEX711B,OEX8B,39.75
OEX711B,OEXM6B,38.25
OEX711B,OEX38B,146.5
OEX711B,OEXM90B,41.0
OEX711B,OEX10B,39.75
OEX711B,OEXM240B,90.25
OEX711B,OEX11B,39.75
OEX711B,VS807B,379.0
OEX711B,AW1015DHK,92.0
OEX711B,OEXM80B,39.75
OEX711B,OEXM7B,38.25
OEX711B,AWS13,65.0
OEX711B,OEXM9B,38.25
OEX711B,OEXM8B,38.25
OEX711B,OEX080B,37.75
OEX714KB,OEXM710B,490.0
OEX714KB,RXFMS606B,376.0
OEX714KB,OEXM230B,86.0
OEX714KB,OEXM713B,700.0
OEX714KB,BHM9A,43.75
OEX714KB,OEX8B,39.75
OEX714KB,GAJ12A,66.75
OEX714KB,OEXM240B,90.25
OEX714KB,OEX10B,39.75
OEX714KB,OEXM6B,38.25
OEX714KB,OEXM90B,41.0
OEX714KB,OEXM7B,38.25
OEX714KB,OEXM80B,39.75
OEX714KB,OEXM8B,38.25
OEX714KB,BHS13A,66.5
OEX714KB,AWMG9,52.75
OEX714KB,AWS13,65.0
OEX714KB,OEXM9B,38.25
OEX8B,RXFMS606B,376.0
OEX8B,OEXM230B,86.0
OEX8B,GAJ12A,66.75
OEX8B,OEX714KB,1085.0
OEX8B,OEXM713B,700.0
OEX8B,BHM9A,43.75
OEX8B,OEXM6B,38.25
OEX8B,AWMG9,52.75
OEX8B,RXFS605B,296.0
OEX8B,OEX10B,39.75
OEX8B,AW1015DHK,92.0
OEX8B,OEXM240B,90.25
OEX8B,OEX11B,39.75
OEX8B,OEXM90B,41.0
OEX8B,OEXM7B,38.25
OEX8B,OEX711B,645.0
OEX8B,OEXM80B,39.75
OEX8B,AWS13,65.0
OEX8B,OEX42B,164.5
OEX8B,OEXM8B,38.25
OEX8B,OEXM9B,38.25
OEXM230B,GAJ12A,66.75
OEXM230B,RXFMS606B,376.0
OEXM230B,BHM9A,43.75
OEXM230B,OEX714KB,1085.0
OEXM230B,OEX8B,39.75
OEXM230B,OEXM713B,700.0
OEXM230B,OEX10B,39.75
OEXM230B,OEXM6B,38.25
OEXM230B,OEXM7B,38.25
OEXM230B,OEXM270B,108.0
OEXM230B,OEXM240B,90.25
OEXM230B,OEXM90B,41.0
OEXM230B,OEXM80B,39.75
OEXM230B,OEXM260B,102.5
OEXM230B,OEXM8B,38.25
OEXM230B,OEXM300B,145.0
OEXM230B,OEXM9B,38.25
OEXM230B,OEXM250B,96.25
OEXM230B,OEXM290B,132.0
OEXM240B,RXFMS606B,376.0
OEXM240B,GAJ12A,66.75
OEXM240B,BHM9A,43.75
OEXM240B,OEX714KB,1085.0
OEXM240B,OEX8B,39.75
OEXM240B,OEXM713B,700.0
OEXM240B,OEXM230B,86.0
OEXM240B,OEXM320B,156.0
OEXM240B,OEX10B,39.75
OEXM240B,OEXM6B,38.25
OEXM240B,OEXM90B,41.0
OEXM240B,OEXM7B,38.25
OEXM240B,OEXM270B,108.0
OEXM240B,SOEXM8,41.0
OEXM240B,OEXM260B,102.5
OEXM240B,OEXM80B,39.75
OEXM240B,OEX42B,164.5
OEXM240B,OEXM300B,145.0
OEXM240B,OEXM250B,96.25
OEXM240B,OEXM8B,38.25
OEXM240B,OEXM9B,38.25
OEXM240B,OEXM290B,132.0
OEXM250B,SOEXM710,510.0
OEXM250B,OEXM230B,86.0
OEXM250B,OEXM240B,90.25
OEXM250B,OEXM90B,41.0
OEXM250B,OEX42B,164.5
OEXM250B,OEXM270B,108.0
OEXM250B,OEXM80B,39.75
OEXM250B,OEXM300B,145.0
OEXM250B,OEXM260B,102.5
OEXM250B,OEXM290B,132.0
OEXM260B,RXFMS606B,376.0
OEXM260B,SOEXM710,510.0
OEXM260B,OEXM230B,86.0
OEXM260B,OEXM240B,90.25
OEXM260B,OEXM90B,41.0
OEXM260B,OEXM270B,108.0
OEXM260B,OEXM80B,39.75
OEXM260B,OEXM300B,145.0
OEXM260B,OEXM250B,96.25
OEXM260B,OEXM290B,132.0
OEXM270B,SOEXM9,42.0
OEXM270B,OEXM90B,41.0
OEXM270B,OEXM230B,86.0
OEXM270B,OEXM320B,156.0
OEXM270B,OEXM240B,90.25
OEXM270B,OEX44B,171.5
OEXM270B,OEX42B,164.5
OEXM270B,OEXM260B,102.5
OEXM270B,OEXM250B,96.25
OEXM270B,SOEXM8,41.0
OEXM270B,OEXM80B,39.75
OEXM270B,OEXM290B,132.0
OEXM270B,OEXM300B,145.0
OEXM290B,RXFS605B,296.0
OEXM290B,SOEX710,497.0
OEXM290B,RXFMS606B,376.0
OEXM290B,SOEXM710,510.0
OEXM290B,OEXM230B,86.0
OEXM290B,OEXM240B,90.25
OEXM290B,OEXM260B,102.5
OEXM290B,OEXM250B,96.25
OEXM290B,OEXM270B,108.0
OEXM290B,OEXM300B,145.0
OEXM300B,OEX38B,146.5
OEXM300B,OEXM230B,86.0
OEXM300B,OEXM320B,156.0
OEXM300B,OEX44B,171.5
OEXM300B,OEX42B,164.5
OEXM300B,OEXM240B,90.25
OEXM300B,OEXM250B,96.25
OEXM300B,OEXM80B,39.75
OEXM300B,OEXM270B,108.0
OEXM300B,OEXM260B,102.5
OEXM300B,OEXM290B,132.0
OEXM320B,RXFMS606B,376.0
OEXM320B,SOEXM710,510.0
OEXM320B,OEXM230B,86.0
OEXM320B,OEXM240B,90.25
OEXM320B,OEXM250B,96.25
OEXM320B,OEXM260B,102.5
OEXM320B,OEXM270B,108.0
OEXM320B,OEXM300B,145.0
OEXM320B,OEXM80B,39.75
OEXM320B,OEXM290B,132.0
OEXM6B,RXFMS606B,376.0
OEXM6B,OEXM713B,700.0
OEXM6B,OEX714KB,1085.0
OEXM6B,OEXM230B,86.0
OEXM6B,OEX8B,39.75
OEXM6B,GAJ12A,66.75
OEXM6B,OEX10B,39.75
OEXM6B,OEXM240B,90.25
OEXM6B,BHM9A,43.75
OEXM6B,OEXM90B,41.0
OEXM6B,SOEXM710,510.0
OEXM6B,OEXM80B,39.75
OEXM6B,OEXM7B,38.25
OEXM6B,SOEX710,497.0
OEXM6B,SOEX704,465.0
OEXM6B,SOEX40,168.5
OEXM6B,SOEXM8,41.0
OEXM6B,SOEX38,159.0
OEXM6B,AWS13,65.0
OEXM6B,SOEXM9,42.0
OEXM6B,SOEX32,106.0
OEXM6B,AWMG9,52.75
OEXM6B,OEXM8B,38.25
OEXM6B,OEXM9B,38.25
OEXM6B,SOEX30,85.25
OEXM710B,OEX8B,39.75
OEXM710B,RXFS605B,296.0
OEXM710B,OEXM6B,38.25
