item_sku,rec_sku,category,rec_category
AWCGT7,SHD2R,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
AWCGT7,SSF1,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
AWCGT7,SSDMR4BR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
BRHC2PK,BTCP400,Job Specific Tools,Job Specific Tools
BRHC2PK,BCS70A,Job Specific Tools,Job Specific Tools
BRHC2PK,BTCP600,Job Specific Tools,Job Specific Tools
BRHC2PK,YA832A,Job Specific Tools,Job Specific Tools
BRHC2PK,ACT407,Job Specific Tools,Job Specific Tools
BRHC2PK,PBFT50R,Job Specific Tools,Job Specific Tools
BRHC2PK,SGA102BR,Job Specific Tools,Job Specific Tools
BRHC2PK,ASGP1BR,Job Specific Tools,Job Specific Tools
BRHC2PK,YA824C,Job Specific Tools,Job Specific Tools
BRHC2PK,BT15,Job Specific Tools,Job Specific Tools
TMA4E,SW141A,Socket and Drive Tools,Socket and Drive Tools
TMA4E,SW241,Socket and Drive Tools,Socket and Drive Tools
TMA4E,TW161A,Socket and Drive Tools,Socket and Drive Tools
TMA4E,TMA7E,Socket and Drive Tools,Socket and Drive Tools
TMA4E,TMA4.5E,Socket and Drive Tools,Socket and Drive Tools
TMA4E,TMA5E,Socket and Drive Tools,Socket and Drive Tools
TMA4E,TMA8E,Socket and Drive Tools,Socket and Drive Tools
TMA4E,TMA6E,Socket and Drive Tools,Socket and Drive Tools
TMA4E,TM408,Socket and Drive Tools,Socket and Drive Tools
TMA4E,TW221,Socket and Drive Tools,Socket and Drive Tools
BB9008KIT,HCP48BCF,Job Specific Tools,Job Specific Tools
BB9008KIT,131A,Job Specific Tools,Job Specific Tools
BB9008KIT,LSR1450,Job Specific Tools,Job Specific Tools
BB9008KIT,A91F,Job Specific Tools,Job Specific Tools
BB9008KIT,BT11,Job Specific Tools,Job Specific Tools
BB9008KIT,SHP2KT,Job Specific Tools,Job Specific Tools
BB9008KIT,IMX32B,Job Specific Tools,Job Specific Tools
BB9008KIT,YA4274A,Job Specific Tools,Job Specific Tools
BB9008KIT,LSR1000EXT,Job Specific Tools,Job Specific Tools
BB9008KIT,SGA174BR,Job Specific Tools,Job Specific Tools
A3042,A3042,Socket and Drive Tools,Socket and Drive Tools
A3042,TM62B,Socket and Drive Tools,Socket and Drive Tools
A3042,GM3046,Socket and Drive Tools,Socket and Drive Tools
A3042,A3046,Socket and Drive Tools,Socket and Drive Tools
A3042,GMB3042,Socket and Drive Tools,Socket and Drive Tools
A3042,F12LB,Socket and Drive Tools,Socket and Drive Tools
A3042,TMM4,Socket and Drive Tools,Socket and Drive Tools
A3042,IPF800B,Socket and Drive Tools,Socket and Drive Tools
A3042,SN24C,Socket and Drive Tools,Socket and Drive Tools
A3042,TMC104E,Socket and Drive Tools,Socket and Drive Tools
CTR817GK2,CT825DB,"Power Tools, Cordless","Power Tools, Cordless"
CTR817GK2,CTR867AK2,"Power Tools, Cordless","Power Tools, Cordless"
CTR817GK2,CTNN13KF,"Power Tools, Cordless","Power Tools, Cordless"
CTR817GK2,CTR861AK2,"Power Tools, Cordless","Power Tools, Cordless"
CTR817GK2,ECSPH271,"Power Tools, Cordless","Power Tools, Cordless"
CTR817GK2,CTRS761ADB,"Power Tools, Cordless","Power Tools, Cordless"
