item_sku,rec_sku,category,rec_category
HP650M,LSR1450,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
HP650M,BTG8,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
HP650M,LSR1580,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
HP650M,YA4050B,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
HP650M,LSR1250,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
HP650M,PHP1A,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
SDMEXT19K,SGD4BR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SGDP42IRBR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SGD2BR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SHDP42IRR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SHD4R,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SHDP31IRR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SHD6R,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SHD2R,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SHDP63IRR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SDMEXT19K,SGDMRC11A,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
GA295,UPT35,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,UIM225,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,UPT2FL,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,PT5C,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,PK23A,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,FB361A,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,YA337A,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,GA294,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,PK53A,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GA295,RULER602,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
GMB3041,GSAF1F,Socket and Drive Tools,Socket and Drive Tools
GMB3041,TMM15,Socket and Drive Tools,Socket and Drive Tools
GMB3041,STMM10,Socket and Drive Tools,Socket and Drive Tools
GMB3041,STMM8,Socket and Drive Tools,Socket and Drive Tools
GMB3041,STMM7,Socket and Drive Tools,Socket and Drive Tools
GMB3041,STMM13,Socket and Drive Tools,Socket and Drive Tools
GMB3041,STMM5.5,Socket and Drive Tools,Socket and Drive Tools
GMB3041,STMM12,Socket and Drive Tools,Socket and Drive Tools
GMB3041,STMM11,Socket and Drive Tools,Socket and Drive Tools
GMB3041,STMM6,Socket and Drive Tools,Socket and Drive Tools
SEPPMSER,SGA173BR,Job Specific Tools,Job Specific Tools
SEPPMSER,S9706KRA,Job Specific Tools,Job Specific Tools
SEPPMSER,IMX32B,Job Specific Tools,Job Specific Tools
SEPPMSER,TPGDL2000,Job Specific Tools,Job Specific Tools
SEPPMSER,SGA1710BR,Job Specific Tools,Job Specific Tools
SEPPMSER,SGA175BR,Job Specific Tools,Job Specific Tools
SEPPMSER,SGA174BR,Job Specific Tools,Job Specific Tools
SEPPMSER,SGA1712BR,Job Specific Tools,Job Specific Tools
SEPPMSER,SGA1711BR,Job Specific Tools,Job Specific Tools
SEPPMSER,SVTS272A,Job Specific Tools,Job Specific Tools
E1020,UPT35,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,UIM225,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,GA295,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,UPT2FL,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,PT5C,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,PK23A,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,FB361A,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,YA337A,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,UIM325,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
E1020,GA294,General Hand Tools [Blue-Point],General Hand Tools [Blue-Point]
ASTFUN19KIT,TPGDL2000,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,SGRHT6BR,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,SVTS272A,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,TDG2,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,BTCP600,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,SHCP1B,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,S9704KR,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,HCP48BCF,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,SHP2KT,Job Specific Tools,Job Specific Tools
ASTFUN19KIT,ASGP102BR,Job Specific Tools,Job Specific Tools
